i,j,x,y,Bx,By,Bz,psi,divB,normDivB,Bmag
118,88,0.925781,0.691406,1.01359,0.00117523,0,0.0006608,0.207752,0.00160129,1.0136
119,88,0.933594,0.691406,1.0148,0.00117992,0,0.00119049,0.199177,0.00153338,1.0148
120,88,0.941406,0.691406,1.01593,0.00115045,0,0.00168794,0.18689,0.00143719,1.01593
121,88,0.949219,0.691406,1.01696,0.00108481,0,0.00214616,0.171035,0.00131393,1.01696
122,88,0.957031,0.691406,1.01786,0.000982201,0,0.00255961,0.151865,0.00116562,1.01786
123,88,0.964844,0.691406,1.01863,0.000842985,0,0.00292447,0.129739,0.000995051,1.01863
124,88,0.972656,0.691406,1.01923,0.000668736,0,0.00323862,0.105116,0.000805723,1.01923
125,88,0.980469,0.691406,1.01967,0.000462152,0,0.00350174,0.0785345,0.000601718,1.01967
126,88,0.988281,0.691406,1.01991,0.000226944,0,0.00371516,0.0505975,0.000387576,1.01991
127,88,0.996094,0.691406,1.01997,-3.2325e-05,0,0.00388175,0.0219512,0.000168137,1.01997
0,89,0.00390625,0.699219,1.01953,-0.000129605,0,0.00411238,-0.00875744,6.71071e-05,1.01953
1,89,0.0117188,0.699219,1.01919,-0.000453994,0,0.00411539,-0.0362069,0.000277541,1.01919
2,89,0.0195312,0.699219,1.01867,-0.000785226,0,0.00408901,-0.0623885,0.000478477,1.01867
3,89,0.0273438,0.699219,1.01799,-0.00111689,0,0.00404085,-0.0867485,0.000665748,1.01799
4,89,0.0351562,0.699219,1.01715,-0.0014429,0,0.00397832,-0.1088,0.000835663,1.01715
5,89,0.0429688,0.699219,1.01618,-0.00175773,0,0.00390831,-0.128136,0.000985119,1.01618
6,89,0.0507812,0.699219,1.0151,-0.00205657,0,0.0038369,-0.144445,0.00111168,1.0151
7,89,0.0585938,0.699219,1.01393,-0.00233551,0,0.00376909,-0.157512,0.00121365,1.01393
8,89,0.0664062,0.699219,1.01269,-0.00259163,0,0.00370869,-0.167226,0.00129008,1.01269
9,89,0.0742188,0.699219,1.0114,-0.00282303,0,0.00365823,-0.173577,0.00134078,1.0114
10,89,0.0820312,0.699219,1.01009,-0.00302886,0,0.00361895,-0.176647,0.00136626,1.0101
11,89,0.0898438,0.699219,1.00878,-0.00320924,0,0.00359089,-0.176609,0.00136774,1.00879
12,89,0.0976562,0.699219,1.00749,-0.00336521,0,0.00357303,-0.173706,0.00134698,1.00749
13,89,0.105469,0.699219,1.00623,-0.00349859,0,0.00356345,-0.168243,0.00130625,1.00624
14,89,0.113281,0.699219,1.00503,-0.00361186,0,0.00355957,-0.160573,0.00124819,1.00504
15,89,0.121094,0.699219,1.00389,-0.00370798,0,0.00355839,-0.151074,0.00117569,1.0039
16,89,0.128906,0.699219,1.00283,-0.00379025,0,0.00355667,-0.140143,0.00109177,1.00283
17,89,0.136719,0.699219,1.00184,-0.00386211,0,0.00355122,-0.128171,0.000999489,1.00185
18,89,0.144531,0.699219,1.00095,-0.00392705,0,0.00353902,-0.115542,0.000901808,1.00095
19,89,0.152344,0.699219,1.00014,-0.00398844,0,0.00351746,-0.102609,0.000801517,1.00015
20,89,0.160156,0.699219,0.999418,-0.00404942,0,0.00348438,-0.089696,0.000701152,0.999426
21,89,0.167969,0.699219,0.998781,-0.00411282,0,0.0034382,-0.0770836,0.000602945,0.99879
22,89,0.175781,0.699219,0.998225,-0.00418111,0,0.00337794,-0.065009,0.000508782,0.998234
23,89,0.183594,0.699219,0.997744,-0.00425632,0,0.00330322,-0.0536626,0.000420183,0.997753
24,89,0.191406,0.699219,0.99733,-0.00434007,0,0.00321423,-0.0431878,0.000338305,0.997339
25,89,0.199219,0.699219,0.996975,-0.00443355,0,0.00311166,-0.0336837,0.000263949,0.996985
26,89,0.207031,0.699219,0.996673,-0.00453753,0,0.00299664,-0.0252077,0.000197591,0.996683
27,89,0.214844,0.699219,0.996413,-0.00465241,0,0.00287061,-0.0177805,0.000139408,0.996424
28,89,0.222656,0.699219,0.996189,-0.00477821,0,0.00273527,-0.0113907,8.93294e-05,0.9962
29,89,0.230469,0.699219,0.995991,-0.00491466,0,0.00259244,-0.00600096,4.70706e-05,0.996003
30,89,0.238281,0.699219,0.995813,-0.00506118,0,0.00244401,-0.00155308,1.21843e-05,0.995826
31,89,0.246094,0.699219,0.995647,-0.0052169,0,0.00229183,0.00202612,1.5898e-05,0.99566
32,89,0.253906,0.699219,0.995486,-0.00538071,0,0.00213766,0.00481991,3.78258e-05,0.9955
33,89,0.261719,0.699219,0.995324,-0.0055512,0,0.00198314,0.00691706,5.42925e-05,0.99534
34,89,0.269531,0.699219,0.995157,-0.00572666,0,0.0018297,0.00840788,6.60051e-05,0.995174
35,89,0.277344,0.699219,0.99498,-0.005905,0,0.00167858,0.00938106,7.3658e-05,0.994997
36,89,0.285156,0.699219,0.994788,-0.00608376,0,0.00153081,0.00992109,7.79131e-05,0.994807
37,89,0.292969,0.699219,0.99458,-0.00625995,0,0.00138724,0.0101064,7.93849e-05,0.994599
38,89,0.300781,0.699219,0.994351,-0.00643002,0,0.00124851,0.0100081,7.86305e-05,0.994372
39,89,0.308594,0.699219,0.994102,-0.00658978,0,0.00111507,0.00968912,7.61437e-05,0.994123
40,89,0.316406,0.699219,0.99383,-0.00673428,0,0.000987268,0.00920422,7.23527e-05,0.993853
41,89,0.324219,0.699219,0.993535,-0.00685779,0,0.000865296,0.00859974,6.7621e-05,0.993559
42,89,0.332031,0.699219,0.993219,-0.00695378,0,0.000749268,0.00791411,6.22496e-05,0.993244
43,89,0.339844,0.699219,0.992883,-0.00701493,0,0.000639222,0.00717836,5.64816e-05,0.992908
44,89,0.347656,0.699219,0.992528,-0.00703321,0,0.000535146,0.00641684,5.05076e-05,0.992553
45,89,0.355469,0.699219,0.992159,-0.00700007,0,0.000436995,0.0056479,4.44718e-05,0.992184
46,89,0.363281,0.699219,0.991779,-0.00690665,0,0.000344696,0.00488478,3.84778e-05,0.991803
47,89,0.371094,0.699219,0.991394,-0.00674409,0,0.000258153,0.00413634,3.2595e-05,0.991417
48,89,0.378906,0.699219,0.991009,-0.00650396,0,0.000177246,0.00340784,2.68647e-05,0.99103
49,89,0.386719,0.699219,0.99063,-0.00617869,0,0.000101819,0.00270166,2.13059e-05,0.99065
50,89,0.394531,0.699219,0.990267,-0.00576211,0,3.16734e-05,0.00201798,1.59201e-05,0.990284
51,89,0.402344,0.699219,0.989926,-0.00524991,0,-3.34489e-05,0.00135538,1.06966e-05,0.98994
52,89,0.410156,0.699219,0.989615,-0.00464023,0,-9.38811e-05,0.00071139,5.61599e-06,0.989626
53,89,0.417969,0.699219,0.989343,-0.00393404,0,-0.000150043,8.28982e-05,6.54613e-07,0.989351
54,89,0.425781,0.699219,0.989118,-0.00313549,0,-0.000202452,-0.000533418,4.21315e-06,0.989123
55,89,0.433594,0.699219,0.988948,-0.00225217,0,-0.000251725,-0.00114083,9.01233e-06,0.988951
56,89,0.441406,0.699219,0.988839,-0.00129506,0,-0.000298578,-0.00174236,1.37658e-05,0.98884
57,89,0.449219,0.699219,0.988797,-0.000278434,0,-0.000343817,-0.00234064,1.84934e-05,0.988797
58,89,0.457031,0.699219,0.988825,0.000780525,0,-0.000388314,-0.00293792,2.32119e-05,0.988825
59,89,0.464844,0.699219,0.988926,0.00186228,0,-0.00043299,-0.00353606,2.79348e-05,0.988928
60,89,0.472656,0.699219,0.989101,0.00294566,0,-0.000478775,-0.00413672,3.26741e-05,0.989105
61,89,0.480469,0.699219,0.989348,0.00400871,0,-0.000526584,-0.0047414,3.74407e-05,0.989356
62,89,0.488281,0.699219,0.989665,0.00502961,0,-0.000577274,-0.00535172,4.22464e-05,0.989678
63,89,0.496094,0.699219,0.990045,0.00598763,0,-0.000631612,-0.00596954,4.71051e-05,0.990064
64,89,0.503906,0.699219,0.990484,0.00686401,0,-0.00069025,-0.00659714,5.20341e-05,0.990507
65,89,0.511719,0.699219,0.990971,0.00764277,0,-0.000753701,-0.00723736,5.70553e-05,0.991001
66,89,0.519531,0.699219,0.9915,0.00831126,0,-0.000822329,-0.00789363,6.21955e-05,0.991534
67,89,0.527344,0.699219,0.992058,0.00886067,0,-0.000896343,-0.00857005,6.74868e-05,0.992098
68,89,0.535156,0.699219,0.992638,0.00928617,0,-0.000975809,-0.00927128,7.29659e-05,0.992681
69,89,0.542969,0.699219,0.993228,0.0095869,0,-0.00106067,-0.0100024,7.86731e-05,0.993274
70,89,0.550781,0.699219,0.993819,0.00976571,0,-0.00115075,-0.0107689,8.46513e-05,0.993867
71,89,0.558594,0.699219,0.994401,0.00982878,0,-0.00124584,-0.0115762,9.09436e-05,0.99445
72,89,0.566406,0.699219,0.994967,0.00978503,0,-0.00134567,-0.0124295,9.75917e-05,0.995015
73,89,0.574219,0.699219,0.995509,0.00964544,0,-0.00144997,-0.0133335,0.000104633,0.995556
74,89,0.582031,0.699219,0.996021,0.00942244,0,-0.00155852,-0.0142923,0.000112099,0.996066
75,89,0.589844,0.699219,0.9965,0.00912912,0,-0.00167116,-0.0153083,0.000120011,0.996541
76,89,0.597656,0.699219,0.99694,0.0087787,0,-0.00178779,-0.0163829,0.000128379,0.996979
77,89,0.605469,0.699219,0.99734,0.00838391,0,-0.00190843,-0.017515,0.000137196,0.997375
78,89,0.613281,0.699219,0.997698,0.00795662,0,-0.00203319,-0.0187014,0.000146437,0.99773
79,89,0.621094,0.699219,0.998014,0.00750747,0,-0.00216228,-0.0199357,0.000156053,0.998043
80,89,0.628906,0.699219,0.998289,0.00704571,0,-0.00229596,-0.021208,0.000165967,0.998313
81,89,0.636719,0.699219,0.998522,0.00657911,0,-0.00243458,-0.0225041,0.00017607,0.998544
82,89,0.644531,0.699219,0.998716,0.00611398,0,-0.00257847,-0.023805,0.000186212,0.998735
83,89,0.652344,0.699219,0.998873,0.00565526,0,-0.00272796,-0.0250858,0.000196201,0.998889
84,89,0.660156,0.699219,0.998994,0.00520666,0,-0.00288331,-0.0263149,0.00020579,0.999007
85,89,0.667969,0.699219,0.999082,0.00477088,0,-0.00304465,-0.0274535,0.000214675,0.999093
86,89,0.675781,0.699219,0.999139,0.00434978,0,-0.00321195,-0.0284544,0.00022249,0.999149
87,89,0.683594,0.699219,0.999169,0.0039446,0,-0.00338495,-0.0292617,0.000228796,0.999177
88,89,0.691406,0.699219,0.999175,0.00355617,0,-0.0035631,-0.02981,0.000233081,0.999181
89,89,0.699219,0.699219,0.999159,0.00318504,0,-0.00374552,-0.0300242,0.00023476,0.999164
90,89,0.707031,0.699219,0.999125,0.00283167,0,-0.00393092,-0.02982,0.000233172,0.999129
91,89,0.714844,0.699219,0.999078,0.00249652,0,-0.00411759,-0.0291044,0.000227587,0.999082
92,89,0.722656,0.699219,0.999022,0.00218016,0,-0.00430335,-0.0277767,0.000217218,0.999025
93,89,0.730469,0.699219,0.998962,0.0018833,0,-0.00448552,-0.0257307,0.000201229,0.998964
94,89,0.738281,0.699219,0.998903,0.00160684,0,-0.00466089,-0.0228569,0.000178766,0.998905
95,89,0.746094,0.699219,0.998852,0.00135187,0,-0.00482577,-0.0190467,0.000148973,0.998853
96,89,0.753906,0.699219,0.998815,0.00111961,0,-0.00497602,-0.0141956,0.000111035,0.998815
97,89,0.761719,0.699219,0.998799,0.000911441,0,-0.00510707,-0.00820885,6.42087e-05,0.9988
98,89,0.769531,0.699219,0.998813,0.000728768,0,-0.00521403,-0.00100665,7.87382e-06,0.998813
99,89,0.777344,0.699219,0.998864,0.000572986,0,-0.00529182,0.00746967,5.84231e-05,0.998865
100,89,0.785156,0.699219,0.998962,0.000445373,0,-0.00533526,0.0172514,0.000134917,0.998962
101,89,0.792969,0.699219,0.999115,0.000346995,0,-0.0053393,0.0283361,0.000221572,0.999115
102,89,0.800781,0.699219,0.999331,0.000278593,0,-0.00529918,0.0406815,0.000318037,0.999331
103,89,0.808594,0.699219,0.99962,0.000240488,0,-0.00521064,0.0542007,0.000423604,0.99962
104,89,0.816406,0.699219,0.999988,0.000232468,0,-0.00507012,0.0687572,0.000537172,0.999988
105,89,0.824219,0.699219,1.00044,0.000253707,0,-0.00487502,0.0841629,0.000657232,1.00044
106,89,0.832031,0.699219,1.00099,0.000302684,0,-0.00462385,0.100177,0.000781861,1.00099
107,89,0.839844,0.699219,1.00163,0.000377136,0,-0.00431644,0.116508,0.000908735,1.00163
108,89,0.847656,0.699219,1.00237,0.000474026,0,-0.00395408,0.132816,0.00103517,1.00237
109,89,0.855469,0.699219,1.00321,0.000589557,0,-0.0035396,0.14872,0.00115816,1.00321
110,89,0.863281,0.699219,1.00413,0.00071921,0,-0.00307739,0.163808,0.00127448,1.00413
111,89,0.871094,0.699219,1.00515,0.000857823,0,-0.00257339,0.177648,0.00138076,1.00515
112,89,0.878906,0.699219,1.00624,0.000999709,0,-0.00203498,0.189798,0.0014736,1.00624
113,89,0.886719,0.699219,1.0074,0.00113881,0,-0.00147078,0.199828,0.00154968,1.00741
114,89,0.894531,0.699219,1.00862,0.00126886,0,-0.000890409,0.20733,0.00160593,1.00862
115,89,0.902344,0.699219,1.00986,0.00138361,0,-0.000304199,0.21194,0.00163961,1.00986
116,89,0.910156,0.699219,1.01112,0.00147705,0,0.000277198,0.21335,0.00164846,1.01112
117,89,0.917969,0.699219,1.01238,0.00154361,0,0.000843181,0.211327,0.00163081,1.01238
118,89,0.925781,0.699219,1.0136,0.0015784,0,0.0013836,0.205723,0.00158564,1.0136
119,89,0.933594,0.699219,1.01477,0.00157739,0,0.00188917,0.196488,0.00151271,1.01477
120,89,0.941406,0.699219,1.01587,0.0015376,0,0.00235181,0.183675,0.00141255,1.01587
121,89,0.949219,0.699219,1.01686,0.00145724,0,0.00276497,0.167444,0.00128646,1.01686
122,89,0.957031,0.699219,1.01773,0.00133578,0,0.00312385,0.148059,0.00113656,1.01773
123,89,0.964844,0.699219,1.01846,0.00117397,0,0.00342561,0.125884,0.000965647,1.01846
124,89,0.972656,0.699219,1.01903,0.000973879,0,0.00366938,0.101373,0.000777187,1.01903
125,89,0.980469,0.699219,1.01943,0.000738736,0,0.00385625,0.0750523,0.00057517,1.01943
126,89,0.988281,0.699219,1.01965,0.000472858,0,0.00398914,0.0475063,0.000363991,1.01965
127,89,0.996094,0.699219,1.01968,0.000181451,0,0.00407256,0.0193573,0.00014831,1.01968
0,90,0.00390625,0.707031,1.01919,4.84563e-05,0,0.00420949,-0.0109478,8.3919e-05,1.01919
1,90,0.0117188,0.707031,1.01884,-0.000309767,0,0.00412961,-0.0376451,0.000288663,1.01884
2,90,0.0195312,0.707031,1.01832,-0.000674195,0,0.00402301,-0.0630653,0.000483833,1.01832
3,90,0.0273438,0.707031,1.01764,-0.00103783,0,0.00389877,-0.0866892,0.000665519,1.01764
4,90,0.0351562,0.707031,1.01681,-0.00139404,0,0.0037656,-0.108062,0.000830272,1.01681
5,90,0.0429688,0.707031,1.01586,-0.00173681,0,0.00363154,-0.126805,0.000975194,1.01586
6,90,0.0507812,0.707031,1.0148,-0.00206094,0,0.00350356,-0.142627,0.00109802,1.0148
7,90,0.0585938,0.707031,1.01364,-0.00236218,0,0.00338737,-0.15533,0.00119717,1.01365
8,90,0.0664062,0.707031,1.01243,-0.00263735,0,0.00328722,-0.16481,0.00127177,1.01243
9,90,0.0742188,0.707031,1.01117,-0.00288437,0,0.00320584,-0.17106,0.00132164,1.01117
10,90,0.0820312,0.707031,1.00988,-0.00310231,0,0.00314445,-0.174157,0.00134728,1.00989
11,90,0.0898438,0.707031,1.0086,-0.00329126,0,0.00310287,-0.174262,0.00134981,1.0086
12,90,0.0976562,0.707031,1.00733,-0.00345234,0,0.00307962,-0.171605,0.0013309,1.00734
13,90,0.105469,0.707031,1.0061,-0.00358748,0,0.00307221,-0.166471,0.00129267,1.0061
14,90,0.113281,0.707031,1.00491,-0.00369934,0,0.00307731,-0.159191,0.00123759,1.00492
15,90,0.121094,0.707031,1.00379,-0.0037911,0,0.00309107,-0.150122,0.00116839,1.0038
16,90,0.128906,0.707031,1.00274,-0.00386632,0,0.00310936,-0.139637,0.00108793,1.00275
17,90,0.136719,0.707031,1.00177,-0.00392874,0,0.00312802,-0.128111,0.000999089,1.00178
18,90,0.144531,0.707031,1.00088,-0.00398215,0,0.00314309,-0.115904,0.000904698,1.00089
19,90,0.152344,0.707031,1.00008,-0.0040302,0,0.00315102,-0.103359,0.00080742,1.00009
20,90,0.160156,0.707031,0.999359,-0.00407636,0,0.00314877,-0.090784,0.000709698,0.999368
21,90,0.167969,0.707031,0.998723,-0.00412372,0,0.00313395,-0.0784533,0.000613695,0.998732
22,90,0.175781,0.707031,0.998165,-0.00417501,0,0.00310485,-0.0665989,0.000521256,0.998174
23,90,0.183594,0.707031,0.99768,-0.00423251,0,0.00306046,-0.0554094,0.000433889,0.997689
24,90,0.191406,0.707031,0.997262,-0.00429804,0,0.00300044,-0.0450299,0.000352759,0.997271
25,90,0.199219,0.707031,0.996902,-0.00437294,0,0.00292505,-0.0355633,0.000278699,0.996912
26,90,0.207031,0.707031,0.996595,-0.00445811,0,0.00283511,-0.0270727,0.000212226,0.996605
27,90,0.214844,0.707031,0.996331,-0.00455405,0,0.00273184,-0.0195861,0.000153579,0.996341
28,90,0.222656,0.707031,0.996102,-0.00466084,0,0.00261681,-0.0131001,0.000102744,0.996113
29,90,0.230469,0.707031,0.995901,-0.00477823,0,0.0024918,-0.00758557,5.95055e-05,0.995913
30,90,0.238281,0.707031,0.995721,-0.00490565,0,0.00235872,-0.0029925,2.34791e-05,0.995733
31,90,0.246094,0.707031,0.995554,-0.00504223,0,0.00221951,0.000744638,5.84339e-06,0.995566
32,90,0.253906,0.707031,0.995393,-0.00518683,0,0.00207605,0.00370218,2.90567e-05,0.995407
33,90,0.261719,0.707031,0.995234,-0.005338,0,0.00193015,0.00596289,4.68075e-05,0.995249
34,90,0.269531,0.707031,0.995071,-0.00549404,0,0.00178342,0.00761215,5.97636e-05,0.995087
35,90,0.277344,0.707031,0.9949,-0.00565288,0,0.00163731,0.00873477,6.85891e-05,0.994916
36,90,0.285156,0.707031,0.994716,-0.00581208,0,0.00149307,0.00941235,7.39234e-05,0.994733
37,90,0.292969,0.707031,0.994516,-0.00596877,0,0.00135173,0.00972144,7.63661e-05,0.994534
38,90,0.300781,0.707031,0.994299,-0.00611956,0,0.00121414,0.00973205,7.64661e-05,0.994318
39,90,0.308594,0.707031,0.994062,-0.00626046,0,0.00108094,0.00950684,7.47144e-05,0.994081
40,90,0.316406,0.707031,0.993804,-0.00638685,0,0.000952639,0.00910072,7.15412e-05,0.993824
41,90,0.324219,0.707031,0.993525,-0.0064934,0,0.000829591,0.00856071,6.7315e-05,0.993546
42,90,0.332031,0.707031,0.993226,-0.00657407,0,0.00071204,0.00792623,6.23446e-05,0.993248
43,90,0.339844,0.707031,0.992907,-0.00662212,0,0.00060014,0.00722951,5.68827e-05,0.992929
44,90,0.347656,0.707031,0.992572,-0.0066302,0,0.000493979,0.00649617,5.113e-05,0.992594
45,90,0.355469,0.707031,0.992222,-0.00659049,0,0.000393589,0.00574591,4.52408e-05,0.992244
46,90,0.363281,0.707031,0.991862,-0.00649491,0,0.000298963,0.00499326,3.9329e-05,0.991883
47,90,0.371094,0.707031,0.991496,-0.00633541,0,0.000210059,0.00424827,3.34736e-05,0.991516
48,90,0.378906,0.707031,0.99113,-0.00610432,0,0.000126794,0.00351732,2.77245e-05,0.991149
49,90,0.386719,0.707031,0.990771,-0.00579479,0,4.90465e-05,0.00280377,2.21081e-05,0.990787
50,90,0.394531,0.707031,0.990424,-0.0054012,0,-2.33598e-05,0.00210862,1.66326e-05,0.990439
51,90,0.402344,0.707031,0.990098,-0.0049197,0,-9.06645e-05,0.00143114,1.12925e-05,0.99011
52,90,0.410156,0.707031,0.9898,-0.0043486,0,-0.000153185,0.000769406,6.07287e-06,0.98981
53,90,0.417969,0.707031,0.989539,-0.00368884,0,-0.000211328,0.000120725,9.53129e-07,0.989546
54,90,0.425781,0.707031,0.989321,-0.00294424,0,-0.000265599,-0.000517934,4.09002e-06,0.989326
55,90,0.433594,0.707031,0.989155,-0.00212172,0,-0.000316603,-0.00114966,9.08016e-06,0.989157
56,90,0.441406,0.707031,0.989045,-0.00123134,0,-0.000365048,-0.00177736,1.40395e-05,0.989046
57,90,0.449219,0.707031,0.988998,-0.000286142,0,-0.000411727,-0.00240368,1.89876e-05,0.988998
58,90,0.457031,0.707031,0.989018,0.000698165,0,-0.000457507,-0.00303087,2.39416e-05,0.989018
59,90,0.464844,0.707031,0.989107,0.00170371,0,-0.000503305,-0.00366088,2.89156e-05,0.989108
60,90,0.472656,0.707031,0.989265,0.00271111,0,-0.000550053,-0.00429544,3.39221e-05,0.989269
61,90,0.480469,0.707031,0.989493,0.00370023,0,-0.000598671,-0.00493614,3.89728e-05,0.9895
62,90,0.488281,0.707031,0.989786,0.00465105,0,-0.000650029,-0.00558466,4.40799e-05,0.989797
63,90,0.496094,0.707031,0.99014,0.00554448,0,-0.000704919,-0.00624287,4.92573e-05,0.990155
64,90,0.503906,0.707031,0.990549,0.00636322,0,-0.000764022,-0.00691303,5.45222e-05,0.99057
65,90,0.511719,0.707031,0.991006,0.00709245,0,-0.000827888,-0.00759787,5.98956e-05,0.991032
66,90,0.519531,0.707031,0.991503,0.00772039,0,-0.000896928,-0.00830069,6.54029e-05,0.991533
67,90,0.527344,0.707031,0.992029,0.00823872,0,-0.000971401,-0.00902531,7.10743e-05,0.992063
68,90,0.535156,0.707031,0.992576,0.00864275,0,-0.00105143,-0.00977606,7.69438e-05,0.992614
69,90,0.542969,0.707031,0.993135,0.00893142,0,-0.00113701,-0.0105576,8.30484e-05,0.993175
70,90,0.550781,0.707031,0.993695,0.0091071,0,-0.00122805,-0.0113749,8.94268e-05,0.993737
71,90,0.558594,0.707031,0.994248,0.00917517,0,-0.00132435,-0.0122328,9.61173e-05,0.994291
72,90,0.566406,0.707031,0.994787,0.00914357,0,-0.00142571,-0.0131356,0.000103156,0.994829
73,90,0.574219,0.707031,0.995304,0.0090222,0,-0.00153191,-0.0140874,0.000110572,0.995345
74,90,0.582031,0.707031,0.995794,0.00882229,0,-0.00164273,-0.0150908,0.00011839,0.995834
75,90,0.589844,0.707031,0.996253,0.00855574,0,-0.00175804,-0.0161473,0.000126621,0.996289
76,90,0.597656,0.707031,0.996675,0.00823464,0,-0.00187773,-0.0172566,0.000135263,0.996709
77,90,0.605469,0.707031,0.99706,0.00787068,0,-0.00200181,-0.0184161,0.000144296,0.997091
78,90,0.613281,0.707031,0.997405,0.00747479,0,-0.00213034,-0.0196205,0.00015368,0.997433
79,90,0.621094,0.707031,0.997711,0.00705686,0,-0.00226348,-0.0208611,0.000163347,0.997736
80,90,0.628906,0.707031,0.997977,0.00662552,0,-0.0024014,-0.0221255,0.000173202,0.997999
81,90,0.636719,0.707031,0.998203,0.0061881,0,-0.00254436,-0.0233965,0.000183111,0.998223
82,90,0.644531,0.707031,0.998393,0.00575061,0,-0.00269256,-0.0246521,0.000192901,0.998409
83,90,0.652344,0.707031,0.998546,0.00531784,0,-0.00284618,-0.0258638,0.000202352,0.99856
84,90,0.660156,0.707031,0.998665,0.00489347,0,-0.0030053,-0.0269966,0.000211191,0.998677
85,90,0.667969,0.707031,0.998753,0.00448026,0,-0.00316987,-0.0280081,0.000219084,0.998763
86,90,0.675781,0.707031,0.998812,0.00408024,0,-0.00333962,-0.0288475,0.000225637,0.99882
87,90,0.683594,0.707031,0.998845,0.00369485,0,-0.00351404,-0.0294554,0.000230385,0.998852
88,90,0.691406,0.707031,0.998855,0.00332517,0,-0.0036923,-0.0297638,0.000232795,0.99886
89,90,0.699219,0.707031,0.998845,0.00297206,0,-0.00387322,-0.0296953,0.000232262,0.998849
90,90,0.707031,0.707031,0.998819,0.00263627,0,-0.00405519,-0.0291643,0.000228115,0.998822
91,90,0.714844,0.707031,0.998781,0.00231859,0,-0.00423618,-0.0280777,0.000219624,0.998784
92,90,0.722656,0.707031,0.998736,0.00201988,0,-0.00441364,-0.0263363,0.000206012,0.998738
93,90,0.730469,0.707031,0.998689,0.00174114,0,-0.00458455,-0.0238369,0.00018647,0.99869
94,90,0.738281,0.707031,0.998645,0.00148355,0,-0.00474539,-0.0204754,0.000160181,0.998646
95,90,0.746094,0.707031,0.998611,0.00124842,0,-0.00489215,-0.0161502,0.000126349,0.998612
96,90,0.753906,0.707031,0.998593,0.0010372,0,-0.00502041,-0.0107665,8.42314e-05,0.998594
97,90,0.761719,0.707031,0.998599,0.000851408,0,-0.0051254,-0.00424117,3.31806e-05,0.9986
98,90,0.769531,0.707031,0.998637,0.000692574,0,-0.00520209,0.00349154,2.73149e-05,0.998637
99,90,0.777344,0.707031,0.998713,0.000562146,0,-0.00524531,0.0124746,9.7583e-05,0.998714
100,90,0.785156,0.707031,0.998838,0.000461399,0,-0.00524998,0.0227219,0.000177721,0.998838
101,90,0.792969,0.707031,0.999019,0.000391328,0,-0.00521119,0.0342128,0.000267549,0.99902
102,90,0.800781,0.707031,0.999265,0.00035254,0,-0.00512448,0.0468866,0.000366571,0.999265
103,90,0.808594,0.707031,0.999583,0.000345148,0,-0.00498604,0.0606383,0.000473935,0.999583
104,90,0.816406,0.707031,0.999981,0.000368668,0,-0.00479291,0.0753152,0.000588411,0.999981
105,90,0.824219,0.707031,1.00046,0.000421934,0,-0.0045432,0.090715,0.000708382,1.00046
106,90,0.832031,0.707031,1.00104,0.000503026,0,-0.00423633,0.106586,0.000831843,1.00104
107,90,0.839844,0.707031,1.0017,0.00060923,0,-0.00387312,0.12263,0.000956422,1.0017
108,90,0.847656,0.707031,1.00246,0.000737018,0,-0.00345597,0.138507,0.00107943,1.00246
109,90,0.855469,0.707031,1.00331,0.000882073,0,-0.00298891,0.153839,0.0011979,1.00331
110,90,0.863281,0.707031,1.00425,0.00103934,0,-0.00247758,0.168225,0.00130869,1.00425
111,90,0.871094,0.707031,1.00528,0.00120313,0,-0.0019292,0.181248,0.00140857,1.00528
112,90,0.878906,0.707031,1.00637,0.00136724,0,-0.00135237,0.192489,0.0014943,1.00637
113,90,0.886719,0.707031,1.00753,0.00152513,0,-0.000756904,0.201545,0.0015628,1.00753
114,90,0.894531,0.707031,1.00873,0.00167012,0,-0.000153497,0.208038,0.00161124,1.00873
115,90,0.902344,0.707031,1.00995,0.00179561,0,0.000446607,0.211639,0.00163713,1.00996
116,90,0.910156,0.707031,1.01119,0.00189532,0,0.00103202,0.212075,0.0016385,1.01119
117,90,0.917969,0.707031,1.01242,0.00196348,0,0.00159161,0.209148,0.00161393,1.01242
118,90,0.925781,0.707031,1.01361,0.00199513,0,0.00211497,0.202744,0.00156267,1.01361
119,90,0.933594,0.707031,1.01474,0.00198627,0,0.00259281,0.192841,0.00148468,1.01474
120,90,0.941406,0.707031,1.01579,0.00193405,0,0.00301729,0.179517,0.00138067,1.01579
121,90,0.949219,0.707031,1.01674,0.00183692,0,0.0033824,0.162948,0.00125206,1.01675
122,90,0.957031,0.707031,1.01757,0.00169467,0,0.00368416,0.143409,0.00110103,1.01758
123,90,0.964844,0.707031,1.01826,0.00150849,0,0.00392074,0.121266,0.000930396,1.01827
124,90,0.972656,0.707031,1.0188,0.00128092,0,0.00409253,0.0969639,0.000743551,1.0188
125,90,0.980469,0.707031,1.01917,0.00101578,0,0.00420201,0.0710153,0.000544373,1.01917
126,90,0.988281,0.707031,1.01936,0.000717976,0,0.00425368,0.0439828,0.00033709,1.01936
127,90,0.996094,0.707031,1.01937,0.000393358,0,0.00425367,0.0164601,0.000126151,1.01937
0,91,0.00390625,0.714844,1.01883,0.0002225,0,0.00429577,-0.0132906,0.000101914,1.01883
1,91,0.0117188,0.714844,1.01847,-0.000169944,0,0.00413399,-0.0391034,0.000299956,1.01847
